"Type","KeyCite Treatment","KeyCite URL","Title","Document URL","Court Line","Filed Date","Citation","Cite Caveat","Parallel Cite","Docket Num","Summary","Search Snippet 1","Search Snippet 2",
"Cases","","","Schechner v. KPIX-TV","https://www.westlaw.com/Document/Id2edff63a9d011e191598982704508d1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","May 29, 2012","686 F.3d 1018","","2012 WL 1922088","11-15294","LABOR AND EMPLOYMENT - Discrimination. Employer was entitled to favorable same-actor inference.","...laid off, and the disparity between the two groups is statistically significant. Lepowsky found statistically significant age disparities using three different statistical methods and using a...","...considered, the statistical disparities were far less dramatic or not statistically significant. Id. Nonetheless, despite the weakness in the evidence offered by...",
"Cases","","","U.S. v. Union Auto Sales, Inc.","https://www.westlaw.com/Document/I5b261cfccdb311e1b343c837631e1747/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","July 13, 2012","490 Fed.Appx. 847","","2012 WL 2870333","10-56177","COMMERCIAL LAW - Consumer Credit. Federal government's allegations were sufficient to state claim that automobile dealer violated Equal Credit Opportunity Act.","...differences in the customers' creditworthiness, and that [t]hese differences are statistically significant. Viewed in the light most favorable to the nonmoving party...","...such as differences in the customers' creditworthiness.  These differences are statistically significant. FAC ¶21.  The government's wholly conclusory allegations amount to...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=If5e06a80cc1211e4b4bafa136b480ad2&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Zak v. Chelsea Therapeutics Intern., Ltd.","https://www.westlaw.com/Document/If5e06a80cc1211e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","March 16, 2015","780 F.3d 597","","2015 WL 1137142","=""13-2370""","SECURITIES REGULATION - Dismissal. Court's error in considering corporation's SEC filings at motion to dismiss stage of securities fraud action was not harmless.","...studies had the same general efficacy endpoint of demonstrating a statistically significant effect on lightheadedness and dizziness for individuals suffering from NOH...","...and successfully had met its revised endpoint by showing a statistically significant improvement in participants' symptoms. However, Study 301, which employed a...",
"Cases","","","U.S. v. Sayre","https://www.westlaw.com/Document/Id1ab0654861011e0af6af9916f973d19/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","May 23, 2011","434 Fed.Appx. 622","","2011 WL 1990589","08-50519","CRIMINAL JUSTICE - Instructions. Defendant was not entitled to jury instruction defining reasonable investor.","...of whether the materiality of scientific data hinges on its statistical significance.  Although the Court employed the total mix standard for materiality...","",
"Cases","","","Acevedo-Parrilla v. Novartis Ex-Lax, Inc.","https://www.westlaw.com/Document/I293d6d1b130211e2b343c837631e1747/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, First Circuit.","October 10, 2012","696 F.3d 128","","2012 WL 4801318","=""10-2276""","LABOR AND EMPLOYMENT - Discrimination. Reasonable statistical inference could be drawn that firings hinted at discriminatory animus.","...by a comparison of ages within a sample that lacks statistical significance   In this vein, ExLax argues that Acevedo's reliance on...","...1987)  Notwithstanding, it is relatively straightforward for one to draw statistical significance from the separately adduced fact that, after Ceinos's arrival in...",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I4890a006c86611ddbc7bf97f340af743&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Cozzarelli v. Inspire Pharmaceuticals Inc.","https://www.westlaw.com/Document/I4890a006c86611ddbc7bf97f340af743/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","December 12, 2008","549 F.3d 618","","2008 WL 5194311","=""07-1851""","SECURITIES REGULATION - Fraud. Investors failed to state securities fraud claims against biopharmaceutical company and its directors.","...objective endpoint in Study 105: patients using diquafosol showed a statistically significant improvement in their corneal staining scores.  Importantly, a statistically significant number of patients also exhibited corneal clearing.  But diquafosol failed...","...foreign body in the eyethe subjective results were not statistically significant. With these results in hand, Inspire sought approval to market...",
"Cases","","","Burst v. Shell Oil Company","https://www.westlaw.com/Document/Iaa59ed40225a11e68e80d394640dd07e/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fifth Circuit.","May 23, 2016","650 Fed.Appx. 170","","Prod.Liab.Rep. (CCH) P 19,842","15-30592","PRODUCTS LIABILITY - Experts. Exclusion of physician experts' general causation report and testimony as unreliable in products liability action was not abuse of discretion.","...specific literature upon which expert did rely did not exhibit statistically significant results or indicate a positive association between gasoline exposure and...","...exposure metrics; (b) relied on studies that did not exhibit statistically significant results; (c) relied on studies that did not examine AML...",
"Cases","","","Jordan v. County of Clark","https://www.westlaw.com/Document/Ied9816148d1111dca17de88fefedfab7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Ninth Circuit.","November 06, 2007","253 Fed.Appx. 694","","2007 WL 3268391","05-17029, 06-15625, 05-16904","LABOR AND EMPLOYMENT - Attorney Fees. District court did not abuse its discretion by awarding Title VII plaintiff only 20% of attorney fees he requested.","...for employee and employer both concluded that there was no statistically significant difference between selection rate for promotions of AfricanAmerican applicants...","...expert and the County's expert concluded that there was no statistically significant difference between the selection rate for promotions of Black/African...",
"Cases","","","Pritchard v. Dow Agro Sciences","https://www.westlaw.com/Document/Ia09429d38d8b11e0b63e897ab6fa6920/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Third Circuit.","June 02, 2011","430 Fed.Appx. 102","","2011 WL 2160456","=""10-2168""","TORTS - Experts. Expert's testimony that pesticide caused illness was unreliable in toxic tort action against pesticide manufacturer.","...he may not rely upon a study that is not statistically significant across a 95% confidence interval. Br. for Appellants 5 (footnote...","...grounded in science as [Dr. Omalu] has not presented any statistically significant evidence showing an association between any of the chemical agents...",
"Cases","","","Koncelik v. Savient Pharmaceuticals, Inc.","https://www.westlaw.com/Document/I22d40f773e0f11e1aa95d4e04082c730/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","January 13, 2012","448 Fed.Appx. 154","","2012 WL 102356","10-4428-CV","Lawrence J. Koncelik appeals from the district court's dismissal of his lawsuit pursuant to Federal Rule of Civil Procedure 12(b)(6). We assume the parties' familiarity with the underlying facts of the case and the issues raised on appeal. We review de novo a district court's dismissal of a complaint pursuant to Rule 12(b)(6), construing the...","...to dismiss, Koncelik need not allege that defendants knew of statistically significant evidence that pegloticase caused cardiac-related adverse events. See Matrixx...","",
"Cases","Yellow KeyCite","https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ibf68617985b411deabded03f2b83b8a4&rank=0&listSource=Search&list=CASE&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","Brown v. Nucor Corp.","https://www.westlaw.com/Document/Ibf68617985b411deabded03f2b83b8a4/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Fourth Circuit.","August 07, 2009","576 F.3d 149","","2009 WL 2423753","=""08-1247""","LABOR AND EMPLOYMENT - Discrimination. Employees satisfied commonality requirement for class certification of hostile work environment claims.","...district court found that the appellants had not proven a statistically significant disparity, and it therefore ruled against them on the commonality...","...in a standard deviation of -.84, a result indicating no statistically significant disparity in the actual versus expected percentage of African-American...",
"Cases","","","Baylie v. Federal Reserve Bank of Chicago","https://www.westlaw.com/Document/I0d1c6393bcad11db8daaddb37a67e488/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Seventh Circuit.","February 14, 2007","476 F.3d 522","","2007 WL 465844","=""06-2213""","LABOR AND EMPLOYMENT - Discrimination. Statistical evidence did not establish a prima facie case of race discrimination.","...When the answer is positive (discrimination occurred; the conclusion is statistically significant) it cannot reveal with certainty whether any given person suffered...","...than race.  The Bank's experts questioned whether this result is statistically significant (that is, whether the difference is a result of chance...",
"Cases","","","State Universities Retirement System of Illinois v. Astrazeneca PLC","https://www.westlaw.com/Document/Idc71e331617611de9988d233d23fe599/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0","United States Court of Appeals, Second Circuit.","June 25, 2009","334 Fed.Appx. 404","","2009 WL 1796534","08-3185-CV","SECURITIES REGULATION - Fraud. Securities fraud claims were properly dismissed for failure to adequately allege scienter.","...suffered by users of their drugs until those reports provide statistically significant evidence that the ill effects may be caused by, rather...","...suffered by users of their drugs until those reports provide statistically significant evidence that the ill effects may be caused byrather...",
