Title	Document.URL	Court.Line	Citation	Filed.Date	Summary
Harrington v. Disney Regional Entertainment, Inc.	https://www.westlaw.com/Document/I8a50d0eb7e5e11dca1e6fa81e64372bf/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eleventh Circuit.	276 Fed.Appx. 863	October 19, 2007	LABOR AND EMPLOYMENT - Evidence. Employer's implementation of diversity training did not constitute adoptive admission of consultant's report.
Tabor v. Hilti, Inc.	https://www.westlaw.com/Document/I2a90329032cb11e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Tenth Circuit.	577 Fed.Appx. 870	September 02, 2014	Background: Female employees brought action against employer, alleging sex discrimination under Title VII, as related to non-promotion to account manager positions, disparate impact and disparate treatment. Following separate bench and jury trials on one of the employee's claims asserting disparate impact and disparate treatment, the United States...
Jones v. West	https://www.westlaw.com/Document/Id25f1527f3c011ddb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Second Circuit.	555 F.3d 90	February 04, 2009	CRIMINAL JUSTICE - Habeas Corpus. Trial court unreasonably applied Batson in finding that defendant failed to establish prima facie case of discrimination.
Michael P. v. Department of Educ.	https://www.westlaw.com/Document/I54adf2edda5b11e0be8fdb5fa26a1033/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	656 F.3d 1057	September 08, 2011	EDUCATION - Disabled Students. Hawai'i was subject to IDEA provision even though it did not have separate local school districts.
American Council of the Blind v. Paulson	https://www.westlaw.com/Document/I1aa63d12263411dd8dba9deb08599717/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, District of Columbia Circuit.	525 F.3d 1256	May 20, 2008	CIVIL RIGHTS - Public Accommodations. Government's failure to design and issue currency readily distinguishable to visually impaired denied meaningful access.
EEOC v. Federal Express Corp.	https://www.westlaw.com/Document/Iad43e3dd0ee911deb77d9846f86fae5c/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	Not Reported in F.3d	September 10, 2008	The opinion filed September 10, 2008, and reported at 104 FEP Cases 324, is withdrawn and replaced by the Amended Opinion filed concurrently with this order. With the filing of the Amended Opinion, Judges McKeown and Gould vote to deny the petition for rehearing en banc and Judge Tashima so recommends. The full court has been advised of the...
Fortune Dynamic, Inc. v. Victoria's Secret Stores Brand Management, Inc.	https://www.westlaw.com/Document/Ie4639f95aba211df84cb933efb759da4/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	618 F.3d 1025	August 19, 2010	TRADEMARKS - Marks and Logos. Similarity of marks factor weighed in favor of a finding of likelihood of confusion, in trademark infringement case.
CMFG Life Ins. Co. v. RBS Securities, Inc.	https://www.westlaw.com/Document/I7eb6e11549f411e5a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Seventh Circuit.	799 F.3d 729	August 21, 2015	COMMERCIAL LAW - Contracts. Trader through course-of-dealing could rely on guidelines-compliance representations.
E.E.O.C. v. Federal Exp. Corp.	https://www.westlaw.com/Document/Idd9187937eb711ddb7e583ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	543 F.3d 531	September 10, 2008	LABOR AND EMPLOYMENT - Discrimination. EEOC can issue administrative subpoena against employer after charging party gets RTS notice and institutes private action.
Ambrose v. Booker	https://www.westlaw.com/Document/Ifb29e6d8533411e590d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	801 F.3d 567	September 04, 2015	CRIMINAL JUSTICE - Jury. Expert's testimony was insufficient to demonstrate actual prejudice required to establish Batson violation.
United States ex rel. Customs Fraud Investigations, LLC. v. Victaulic Company	https://www.westlaw.com/Document/I9d440cb08b6111e68bf9cabfb8a03530/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	839 F.3d 242	October 05, 2016	GOVERNMENT - False Claims. Qui tam complaint against importer of pipe fittings for reverse false claims against the government alleged fraud with sufficient particularity.
Hopkins v. Canton City Bd. of Educ.	https://www.westlaw.com/Document/I57f34deb8ec511e18b1ac573b20fcfb7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	477 Fed.Appx. 349	April 24, 2012	EDUCATION - Labor and Employment. School's proffered reason for rejecting African-American applicant was not pretext for racial discrimination.
Avila v. Willits Environmental Remediation Trust	https://www.westlaw.com/Document/Ia776f81f2a1011e0aa23bccc834e9520/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	633 F.3d 828	January 27, 2011	LITIGATION - Discovery. Court did not abuse its discretion in issuing Lone Pine order on exposure and causation in toxic tort litigation.
Harkness v. Secretary of Navy	https://www.westlaw.com/Document/I84b0aae0462e11e7a6b0f3e4b1d2c082/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	858 F.3d 437	May 31, 2017	MILITARY LAW - Personnel. Navy's chaplain promotion procedures did not have primary effect of advancing religion, as would violate First Amendment's Establishment Clause.
Network Automation, Inc. v. Advanced Systems Concepts, Inc.	https://www.westlaw.com/Document/If5b8cab74afb11e0a982f2e73586a872/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	638 F.3d 1137	March 08, 2011	TRADEMARKS - Advertising. Use of trademark as search engine keyword to advertise on Internet was not infringement, under Lanham Act.
In re Urethane Antitrust Litigation	https://www.westlaw.com/Document/Ic2acd6cc481411e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Tenth Circuit.	768 F.3d 1245	September 29, 2014	ANTITRUST - Class Actions. District Court did not abuse its discretion in certifying class of purchasers in antitrust action against manufacturer.
U.S. v. Thomas	https://www.westlaw.com/Document/If0b2ffa7f7dd11df852cd4369a8093f1/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fifth Circuit.	627 F.3d 146	November 24, 2010	CRIMINAL JUSTICE - Robbery. DNA evidence and bait bills constituted sufficient evidence to convict defendant of bank robbery.
E.E.O.C. v. Federal Exp. Corp.	https://www.westlaw.com/Document/I2871b924082411deb7e683ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	558 F.3d 842	March 03, 2009	LABOR AND EMPLOYMENT - Discrimination. EEOC can issue administrative subpoena against employer after charging party gets RTS notice and institutes private action.
Takeda Chemical Industries, Ltd. v. Alphapharm Pty., Ltd.	https://www.westlaw.com/Document/I36a1de43258811dcaba8d9d29eb57eff/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Federal Circuit.	492 F.3d 1350	June 28, 2007	PATENTS - Drugs. Person of ordinary skill in the art would not have selected closest prior art compound as lead compound.
In re Johnson	https://www.westlaw.com/Document/I2760f75c198811e4b4bafa136b480ad2/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, District of Columbia Circuit.	760 F.3d 66	August 01, 2014	LITIGATION - Class Actions. Any settlement pressure as result of class certification did not create death-knell situation warranting immediate appeal.
U.S. v. Nacchio	https://www.westlaw.com/Document/I2fb78df87dfd11dea82ab9f4ee295c21/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Tenth Circuit.	573 F.3d 1062	July 31, 2009	CRIMINAL JUSTICE - Sentencing. Proper measure of gain resulting from the offense in insider-trading Sentencing Guideline was limited to gain resulting from trading with insider knowledge.
In re Pfizer Inc. Securities Litigation	https://www.westlaw.com/Document/I7568fe70010811e6a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Second Circuit.	819 F.3d 642	April 12, 2016	SECURITIES REGULATION - Fraud. Excluding all testimony of plaintiffs' damages expert was abuse of discretion in securities fraud action.
Harnish v. Widener University School of Law	https://www.westlaw.com/Document/I442ff420643011e6b63ccfe393a33906/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	833 F.3d 298	August 16, 2016	EDUCATION - Class Actions. Proposed class did not meet predominance requirement for class certification of action against law school under Delaware Consumer Fraud Act.
Scott v. Family Dollar Stores, Inc.	https://www.westlaw.com/Document/Iaffabe74366111e3b48bea39e86d4142/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	733 F.3d 105	October 16, 2013	LABOR AND EMPLOYMENT - Discrimination. Employees stated sex discrimination and equal pay claims in putative class action against their employer.
In re Merck & Co., Inc. Securities, Derivative & ""ERISA'' Litigation	https://www.westlaw.com/Document/Id5a3f2ce7e5e11ddb7e583ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	543 F.3d 150	September 09, 2008	SECURITIES REGULATION - Fraud. FDA warning letter did not put investors on inquiry notice of basis of their securities fraud claim against drug maker.
N.A.A.C.P. v. North Hudson Regional Fire & Rescue	https://www.westlaw.com/Document/Ic804578124af11e1aa95d4e04082c730/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	665 F.3d 464	December 12, 2011	LABOR AND EMPLOYMENT - Discrimination. Residency requirement caused a disparate impact on AfricanAmericans which was not justified by any business necessity.
In re DVI, Inc. Securities Litigation	https://www.westlaw.com/Document/I0bff07475a1911e085acc3f6d5ffa172/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	639 F.3d 623	March 29, 2011	SECURITIES REGULATION - Fraud. Rebuttable presumption of reliance by investors did not apply to alleged deceptive conduct of corporation's attorney.
Veasey v. Abbott	https://www.westlaw.com/Document/Ice0aa1bc3c5811e5a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fifth Circuit.	796 F.3d 487	August 05, 2015	Background: Several individuals and advocacy groups brought action against state challenging constitutionality and legality of Texas voter identification law. The United States District Court for the Southern District of Texas, Nelva Gonzales Ramos, J., 71 F.Supp.3d 627, invalidated the law. State appealed. Holdings: The Court of Appeals, Haynes,...
Lands Council v. McNair	https://www.westlaw.com/Document/I80ba5e60128611e088699d6fd571daba/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	629 F.3d 1070	December 28, 2010	ENVIRONMENTAL LAW - Parks. Forest Service reasonably decided that project to thin old-growth in national forest was unlikely to harm dependent species.
TMJ Implants, Inc. v. Aetna, Inc.	https://www.westlaw.com/Document/Ie2d05324503311dc8200d0063168b01f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Tenth Circuit.	498 F.3d 1175	August 21, 2007	TORTS - Defamation. Statements in insurance coverage bulletin calling manufacturer's devices experimental and investigational were not actionable.
McCabe v. Ernst & Young, LLP.	https://www.westlaw.com/Document/If5831ab0392711dc9b239dfedc9bb45f/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	494 F.3d 418	July 23, 2007	SECURITIES REGULATION - Fraud. Loss causation was not proved in §10(b) case, given lack of proven connection between subject of omission, stock decline.
Prometheus Radio Project v. Federal Communications Commission	https://www.westlaw.com/Document/I599401e0231b11e68a49905015f0787e/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	824 F.3d 33	May 25, 2016	ENERGY AND UTILITIES - Telecommunications. Delay of 12 years by the FCC in defining eligible entity for purposes of its diversity broadcast ownership order was unreasonable.
Garcia-Dorantes v. Warren	https://www.westlaw.com/Document/Ifb29e6d4533411e590d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	801 F.3d 584	September 04, 2015	Background: State prisoner petitioned for writ of habeas corpus after his convictions and sentences for second-degree murder and assault with intent to do great bodily harm less than murder had been affirmed on appeal, 2003 WL 22416511, and he had been denied post-conviction relief. The United States District Court for the Eastern District of...
Feldman v. Arizona Secretary of State's Office	https://www.westlaw.com/Document/I51c343909fe411e6bdb7b23a3c66d5b3/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	840 F.3d 1057	October 28, 2016	GOVERNMENT - Elections. Voters failed to show that Arizona law limiting who may possess another's early ballot violated Voting Rights Act.
Fisher v. University of Texas at Austin	https://www.westlaw.com/Document/I52c9ae530cff11e4a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fifth Circuit.	758 F.3d 633	July 15, 2014	EDUCATION - Admission. State university's race conscious admissions program as complement to Top Ten Percent plan, did not violate equal protection.
Jerry Beeman and Pharmacy Services, Inc. v. Anthem Prescription Management, LLC	https://www.westlaw.com/Document/I2f8cf245b23211e0bff4854fb99771ed/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	652 F.3d 1085	July 19, 2011	CIVIL RIGHTS - Free Speech. Federal court in exercising diversity jurisdiction was not bound by holdings by California state appellate courts.
Blakeney v. Branker	https://www.westlaw.com/Document/I6a2f90c409e011deb6a3a099756c05b7/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	314 Fed.Appx. 572	March 05, 2009	CRIMINAL JUSTICE - Habeas Corpus. Petitioner was not entitled to federal habeas relief from state court first-degree murder conviction and death sentence.
National Min. Ass'n v. Secretary, U.S. Dept. of Labor	https://www.westlaw.com/Document/I2bf23880c38c11e590d4edf60ce7d742/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Eleventh Circuit.	812 F.3d 843	January 25, 2016	ENERGY AND UTILITIES - Coal. Variability in coal dust concentration in mine and imperfection in sampling method did not make rule arbitrary or capricious.
Public Citizen Health Research Group v. U.S. Dept. of Labor	https://www.westlaw.com/Document/I236f876e020411deb7e683ba170699a5/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	557 F.3d 165	February 23, 2009	LABOR AND EMPLOYMENT - Occupational Safety. Substantial evidence supported Occupational Safety and Health Administrations finding of technological infeasibility.
Humphries v. County of Los Angeles	https://www.westlaw.com/Document/I7f2b4829e39811ddbc7bf97f340af743/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	554 F.3d 1170	January 15, 2009	CIVIL RIGHTS - Due Process. Statutory scheme governing state child-abuse database violated due process by not affording fair opportunity for challenge.
Feldman v. Arizona Secretary of State's Office	https://www.westlaw.com/Document/I626d2280a73a11e6b27be1b44e7e7e5b/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	843 F.3d 366	November 04, 2016	GOVERNMENT - Elections. Injunction pending appeal was warranted in suit challenging newly-enacted Arizona law criminalizing collection of ballots by third parties.
United States v. Washington	https://www.westlaw.com/Document/I072a44b08c3711e7a4449fe394270729/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Third Circuit.	--- F.3d ----	August 28, 2017	CRIMINAL JUSTICE - Government Misconduct. District court employed wrong standard in evaluating defendant's motion for discovery on his claim of unconstitutional selective enforcement.
Gonzalez v. Arizona	https://www.westlaw.com/Document/Icf402775e12211df89dabf2e8566150b/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Ninth Circuit.	624 F.3d 1162	October 26, 2010	GOVERNMENT - Elections. Arizona's requirement that prospective voters provide proof of citizenship was superseded by NVRA.
North Carolina State Conference of NAACP v. McCrory	https://www.westlaw.com/Document/Id028666055bc11e68a49905015f0787e/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	831 F.3d 204	July 29, 2016	GOVERNMENT - Elections. North Carolina's history of racial discrimination in voting weighed in favor of finding an election law was motivated by discriminatory racial intent.
Ventas, Inc. v. HCP, Inc.	https://www.westlaw.com/Document/Ic3901eb2808611e089b3e4fa6356f33d/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	647 F.3d 291	May 17, 2011	TORTS - Tortious Interference. Sufficient causation evidence supported verdict that defendant engaged in tortious interference with prospective business relations.
In re Vivendi, S.A. Securities Litigation	https://www.westlaw.com/Document/I4c816090851a11e69981dc2250b07c82/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Second Circuit.	838 F.3d 223	September 27, 2016	SECURITIES REGULATION - Fraud. Foreign global media corporation's statements to investors were materially false or misleading.
Kolbe v. Hogan	https://www.westlaw.com/Document/Ie80f4990f8d411e69a9296e6a6f4a986/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Fourth Circuit.	849 F.3d 114	February 21, 2017	CIVIL RIGHTS - Right to Bear Arms. Assault weapons and large-capacity magazines banned by Maryland's Firearm Safety Act were not protected by Second Amendment.
DeBoer v. Snyder	https://www.westlaw.com/Document/I9b769410660011e4a795ac035416da91/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, Sixth Circuit.	772 F.3d 388	November 06, 2014	Background: Same-sex couple brought action alleging that voter approved Michigan Marriage Amendment (MMA), which prohibited same-sex marriage, violated Equal Protection and Due Process Clauses. The United States District Court for the Eastern District of Michigan, Bernard A. Friedman, J., 973 F.Supp.2d 757, entered judgment in couple's favor, and...
Cablevision Systems Corp. v. F.C.C.	https://www.westlaw.com/Document/Ifc7830c2938a11e0a8a2938374af9660/View/FullText.html?listSource=Search&list=CASE&rank=0&sessionScopeId=cdda0d5fa95db108bac2073dadf4788a5ea330f52e4ed1316b6726b90129d771&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0	United States Court of Appeals, District of Columbia Circuit.	649 F.3d 695	June 10, 2011	ENERGY AND UTILITIES - Telecommunications. FCC could restrict cable companies from denying rivals access to terrestrially delivered programming.
